PVN-Spannung	Klystron-Spannung	Klystron-Strom	Klystron-Stom(500 Ohm)
-0.00025394579108333046	-0.56174918706225	-0.000449531746955	-0.0003174450683052381
0.03349723722549999	0.34103859830150013	-4.226954204000002e-06	-8.616336184142833e-06
-0.027879157081013337	-0.34813228668735	-0.0002504223288179666	-0.00035541443891690474
-0.012022116293233331	-0.1644402629775	-7.834782235875e-05	-0.000222757587411
0.008669826526999998	-0.014696665866999994	0.0004256836542966666	0.00018608507784190477
-0.0249463834234	-0.2846418339055	-7.935769728633333e-05	-0.00022072863958254757
-0.00013665223150000823	-0.5670170439737501	-0.0004544479509016666	-0.00032100258203738094
-0.020436618239499167	-0.25614977084222496	-7.289386789983332e-05	-0.00020739036677285713
0.007101203829916667	-1.3738146048000002	-0.002975578412399999	-0.0011564386302857141
6.132541966666443e-05	-0.30725250738724996	-0.00019161963951416672	-0.00013690152375261895
-0.019016826593397502	-0.23670269407279995	-7.395538874016666e-05	-0.00021178825463757142
-0.026426286618430002	-0.33159225769854994	-0.0002326373834319	-0.00032975268867357145
0.04180958548479998	0.5659430974542498	8.101193799533325e-05	-7.979412654285352e-06
-3.733322394116671e-05	-0.7235167991812499	-0.0006399065788916667	-0.00045163335907666657
0.05217017842575833	0.5038044467595001	-4.117315409499998e-06	-8.228893374380974e-06
-0.013345286691305334	-0.14459429060869997	-5.2705938697733324e-05	-0.00015378122693550473
-2.7652736705666625e-06	-0.9836750060939999	-0.0010410026739725	-0.0007341146354765476
-2.2697820003000176e-06	-0.9609816870485	-0.0010011611714816667	-0.0007059910896069046
-0.02158081208161	-0.26493363452325	7.337164392080011e-06	-0.00033357618295652377
-0.015582700643996666	-0.1944871663408	-9.790836255054998e-05	-7.123107157628569e-05
-0.024142445667488334	-0.29667591521785003	-0.00019763345029109996	-0.00027900492490280947
-3.977589147766664e-05	-0.8927624107047499	-0.0008888178654250001	-0.0006250176981326189
-0.02214307839683	-0.0015249966131750134	-7.5586200771e-05	-0.00021330279506423806
0.003677415029000001	-0.26076510518685	-7.442597633725e-05	-0.0002124961325980476
-0.029386163532866667	-0.361222661091	-0.0002623733300680666	-0.00037297070522709523
-1.1506979715066696e-05	-0.9752818936580001	-0.0010901366861466666	-0.0007580250807028571
0.033724823027950004	0.3413049134595	-4.237725052500002e-06	-8.432312869749991e-06
-0.037814946757666675	-0.46417882737925	-0.00019196688406586664	-0.0005464236714871429
0.0008546404480000014	-0.9199684822359999	-0.0009284892454908333	-0.0013332268945642858
0.0002149934313333337	-0.7286219427239999	-0.0006803019463841666	-0.0004796662357004762
0.0003101888559166666	-0.7549889768967499	-0.0007091029575116666	-0.0005046412672683335
0.0001889984954166675	-0.6208864503467499	-0.0005203680778466665	-0.0003693698068184523
-0.012215644534939998	-0.15804243862282502	-7.398121519133332e-05	-0.00021124058963880956
-0.017753979151386667	-0.19331546848060002	2.637095120086665e-05	-0.001094077293942857
-0.0003642022583333351	-0.3003404270935	-0.0001792922672941667	-0.00013089702306738095
-4.182877666033319e-05	-0.5362959791799999	-0.00041163228331750004	-0.0002897378572291667
-3.261318629908348e-06	-0.9494298633167501	-0.0009802593438391664	-0.000692481793932381
0.0002802167645833322	-0.34823076404825	-0.0002135702846591666	-0.0001568655396264286
-0.015450653942463333	-0.19562608061434997	-9.81367352379e-05	-7.093727301795236e-05
0.0008960382784166634	-0.2879907617	-0.00017264988497083333	-0.00012107621328190476
-0.030147176112833334	-0.3619772445358	-0.00026553390681910004	-0.00037678002117628567
0.00011119962233332973	-0.700906787415	-0.0006257369218575001	-0.000446121634905119
-0.02403634977983334	-0.296641017811825	-0.00019771776791226666	-0.00028041715029328567
-0.021521446401349998	-0.268351558130125	1.1863134171841624e-06	-0.00029614601934319036
-0.022199552617993334	-0.2800788980861	-0.0001829189468816	-0.00025796557380114286
-0.034739319063616665	-0.42546124651155	-0.00016785727587133333	-0.00047379974813285705
-0.02441271572044667	-0.3125899623105	-0.0001686791081758	-0.00024167008026257142
0.000986577909166669	-0.9093393061785	-0.0009296448209308334	-0.0006574155753378571
-0.017011127646135004	-0.21037864047875005	-0.00010963913932983333	-0.0003074241381915714
-4.243329384516674e-06	-0.1699830120392	-0.00023465561231649995	-0.00016118193745507138
-0.039690327172449996	-0.49131583355975006	-0.00020309592737386664	-0.0005751041546328571
-0.011986037103954164	-0.15613914685275	-7.4615145623e-05	-0.00021325396944199998
-0.03950201940473333	-0.48685905901849996	-0.00020196213924673331	-0.0005754057765657142
-0.021730964166306665	-0.26922581868343753	-0.00017192507103073332	-0.00024306089469476187
-0.00012123790750000124	-0.298963734995	-0.00018285818993666664	-0.00013799734292095232
0.002013643025633337	-0.008477354890100002	0.0002544121723965001	-2.4562138007619113e-05
-0.03227699567523334	-0.3956759363991	-0.00029959996495343335	-0.00042513654852785715
-0.020504358662549998	-0.259338647465225	-7.099408662358334e-05	-0.00020308822498140474
0.0012976870555126666	-0.05652040684749999	-2.4964239388466668e-05	-7.326726030789522e-05
-7.429870598133327e-05	-0.6917201330364999	-0.0006307317177883333	-0.00042495400770952384
37.01820333333333	102.14719000000001	-0.03175786666666665	-0.0017303809523809524
0.00028672338516666745	-0.7027106162195002	-0.0006175850751683333	-0.0004377484854778571
0.00024211400816666863	-0.8589410700089999	-0.0008595463372458335	-0.0006089132086080952
-0.013143674297776	-0.1416873124775	-5.174050030786666e-05	-0.00015053665509262852
-4.410021465800005e-05	-0.5043415140697499	-0.00037738938631749996	-0.00026009143075023805
-0.006477118488896	-0.05704044607381999	-2.5239322052933326e-05	-7.428993638318093e-05
-0.04147199091629167	-0.49963770505974997	-0.0002123370700553333	-0.0005955893540338094
0.0005468817884166676	-0.8335236234157499	-0.0008195705765808333	-0.0005882399398580952
-9.138990274999967e-05	-0.57298255193675	-0.0004606523009408333	-0.0003213248375597619
-0.13214733333333323	-0.4444474999999998	-0.0013023649999999998	-0.0015504904761904751
0.005600365742466669	-0.010211362571600012	0.00030008147181966667	-1.0947933449547618e-05
-0.019807139691825005	-0.23458047829149994	-5.916890134758331e-06	-0.00020687671951942856
-0.02037418935425	-0.2593896633151875	-7.402491110583332e-05	-0.00021024968050190472
-0.03444991062885	-0.42505083993616255	-0.00016765720139456664	-0.0004778191348283334
0.04233424624640001	0.5690608165310002	-6.454901477599985e-05	-3.1490836463333045e-05
-4.122750099583321e-05	-0.5660815121162499	-0.0004521537263575	-0.0003163552515053571
0.00042075133616666685	-0.5532168097595	-0.0004316246648583333	-0.0003072708408526191
-0.03104250604375	-0.38140208350515004	-0.00028400229243826663	-0.0004032041778739047
0.025643803078	-0.3476750134989	-0.0001255951893653333	-0.00017673733246038095
-0.0002536036956666707	-0.70210797953975	-0.0006268457476433334	-0.0004439504635597619
-0.03955900835270001	-0.4717816514515	-0.00019870183440373333	-0.0005632927592064285
-0.012893727793441999	-0.14193187963221995	-5.09914834262e-05	-0.000148455565008419
-0.021920457827259997	-0.26430308292762494	-7.516278110733335e-05	-0.00021450672705695237
-0.0216187070641875	-0.26629264746937503	1.1079285661708373e-06	-0.0003082229971904405
-3.4211862307083175e-06	-0.01003723936899996	-1.8013757955833332e-05	-1.14262822536905e-05
-0.02197623531966333	-0.2929826849313	-0.0001714593110225	-2.4087165332428575e-06
-0.02814732916843333	-0.3464699218284125	-0.0002468464088383666	-0.0003504030809021428
-0.0295050440297	-0.353929806730525	-0.000259235876883	-0.000368857645243238
-0.00048200734008666565	-0.003215708805799987	-6.645627001066671e-06	-1.0365007440714284e-05
-0.020204106656526666	-0.241378822305	-0.00014934056520686666	-0.00021436245988538092
-1.1689067003599972e-05	-0.969151212572	-0.0010747024902400001	-0.0007488067743390475
0.04588392733016667	0.4965859275725001	-0.00035515848059999996	-0.0009884497165714285
-0.028241292914483334	-0.3478633414325001	-0.00024868277857563334	-0.00035354347889071425
-0.019780833333333338	-0.20875757616000007	-1.9807909600000008e-05	-0.004550761904761905
-0.013142341359392667	-0.14146230842213	-5.1467823736e-05	-0.00015010382064773332
-0.03466041323836667	-0.4238584386094	-0.00016641917639440002	-0.00047075954687809523
-0.015902573487253338	-0.21239734471815003	-0.00010605039802586666	-7.592195634352379e-05
-3.5586572649999896e-05	-0.5027111145884999	-0.00037368877462916664	-0.00025077231470761903
-0.022039987492816663	-0.2951463809669	-0.00017173214160636668	-2.304430689919048e-06
-3.3763683210333284e-06	-0.97375410256725	-0.0010192589045258335	-0.0007184208956120237
0.004768691215033329	-0.008521145737299986	7.898453649333333e-05	-7.82544817880952e-06
-0.03314100610591667	-0.40715519781505	-0.00015885340041913332	-0.0004495722994849999
-0.022047962032059998	-0.28249651838059997	-7.990219709608333e-05	-0.00022819077872071426
-0.03588482495416667	-0.43718139296025005	-0.00017513098478766665	-0.0004919810000746429
40.26573333333333	3516.146	-0.03993066666666668	-0.0016697380952380978
-0.02203697248401	-0.156500423079775	-7.456927281483332e-05	-0.00021211691827409518
-0.024736199902240002	-0.2941008304619999	-0.00017961821893173338	-0.00025672866918933335
-0.022714675148236666	-0.28540097697545	-0.0001871243930145333	-0.0002649609229691428
0.00023849489866667207	-0.5701393813344999	-0.00045283865266749996	-0.00032270654369690474
-0.00020280003391666044	-0.5656870239352499	-0.00044448779977499994	-0.00031984163364642853
-0.020520738952700002	-0.24450781547812506	-5.659573376733328e-06	-0.00021456456674023811
-0.015416431759208333	-0.20403387243954998	-0.0001023075848089	-7.397384126528571e-05
-0.03291134959591666	-0.40234456110335	-0.00015685120132670003	-0.00044215708431076187
-0.021926793265286668	-0.263148445085	-7.450424744466666e-05	-0.0002129802700005714
-0.029737486936083333	-0.36044293158145	-0.00026217565558233334	-0.0003718590514707143
0.0005669400475833327	-0.8300895766475	-0.0008208834132874999	-0.0005813478603349999
-0.02191280796654333	-0.26598579718045	-7.612427388566665e-05	-0.0002176623465448571
-0.006332745748845333	-0.05543262766060999	-2.4410041455133327e-05	-7.190406341717617e-05
0.041456292966	0.573560625262	7.762205630166667e-05	6.172547180238096e-05
-0.03493429442995	-0.42764883557449995	-0.00016887967436033337	-0.00048387022808071427
0.0005383755614999968	-0.871038445443	-0.0008865050699949999	-0.0006245172298665476
-0.02615568997756667	-0.3221148446874	-0.00022615273277356665	-0.00032043372020711905
-0.03498538031766667	-0.42725644660890005	-0.00016931357649223333	-0.00047944856114547605
-5.491189384616661e-06	-0.9831664550310001	-0.0009906320109683332	-0.0007016388127964284
-3.918832181633327e-05	-0.69157918742625	-0.0006075015408808332	-0.00042363166594595235
0.00575699024699999	-0.9319031931485001	-0.0010268771188500002	-0.0007338709636495236
16.581265	-3.127564999999999	-0.03332106666666662	-0.002049714285714281
-0.01396371015029	-0.16990521591795002	-9.111754480529998e-05	-4.24858695111905e-06
-0.02750069365973333	-0.33740585254892497	-0.00024251110989363333	-0.00034439470340147615
-0.01222883337301333	-0.15890191351724997	-7.4664183857e-05	-0.0002118430733790952
-0.015764978822230002	-0.19603243315045	-9.875458731935835e-05	-0.00029913605290357137
-2.1771828485583427e-06	-0.95722162346325	-0.0009856477729216666	-0.0006841861726685714
-0.00048200734008666565	-0.003215708805799987	-6.645627001066671e-06	-1.0365007440714284e-05
-0.017135955076020008	-0.19507510607944994	2.809603326946666e-05	-0.0010856832851747617
-3.759790287333329e-05	-0.9120190580765	-0.0009246953272691666	-0.0006524123655628571
-0.014028097946783334	-0.17756640864995002	-9.422044508666666e-05	-7.08556225027619e-05
-0.02246126088112667	-0.2690155524043	-7.691378810366668e-05	-0.00021707788004895237
288.78228333333334	-32.34624999999998	-0.3156413333333334	-0.019142380952381
-0.027390690560730003	-0.33643352899440004	-0.00022338441949773335	-0.0003042834431139047
0.0003866065161666636	-0.67406697950425	-0.0006128782805608333	-0.00042702054284571414
-0.02230225817728667	-0.2685144196823	-7.539753365766668e-05	-0.00021393729826528571
0.007101203829916667	-1.3738146048000002	-0.002975578412399999	-0.0011564386302857141
-0.03632272835116667	-0.44869169801575	-0.00017748637958616667	-0.0004995669489554761
-0.022346223348816665	-0.27021606471265003	-7.595054749608333e-05	-0.0002150313756950476
-0.006329763518337333	-0.05588530181646	-2.4477805966899997e-05	-7.223527096993332e-05
-0.02145114662901	-0.2773285728107125	-7.793960509225e-05	-0.0002219522493121905
-0.021900714350439998	-0.156446510147225	-7.417825621433333e-05	-0.00021221738441361905
-0.029549698761466667	-0.35818045912725	-0.0002615764957159	-0.0003711801389
-0.022269979708854998	-0.26486875799095	-7.453063923166666e-05	-0.00021058605926623807
-3.976465106666662e-05	-0.6909803833215	-0.0006068812229899999	-0.00042361090084142846
-0.0016726552507733289	-0.015213240909349971	-2.985848244010002e-05	-4.2065440089714235e-05
-0.03962116572098333	-0.49007015556899997	-0.00020237837129029998	-0.000573308293805238
-0.01597146752894667	-0.21537532894300002	-0.0001075278559445	-7.727875271804763e-05
-0.017747950647779998	-0.20263412658199992	1.9784099784866678e-05	-0.0008387983978483808
-0.00021241380333333635	-0.30310120851475003	-0.00017969390535916663	-0.00013069053325464287
-0.02037418935425	-0.2593896633151875	-7.402491110583332e-05	-0.00021024968050190472
-0.006322251211508667	-0.055782052661229986	-2.44504280768e-05	-7.21068043606857e-05
-0.00048200734008666565	-0.003215708805799987	-6.645627001066671e-06	-1.0365007440714284e-05
-0.006337185087249999	-0.05562189377710998	-2.447043833183333e-05	-7.212505322214284e-05
-1.8003419500001156e-05	-0.34542656653825005	-0.00021541903083999997	-0.0001572754058385714
-0.00012747656851966685	-0.715866336684	-0.0006802427281433333	-0.00047028729905428557
0.0005784490040999987	-0.28671926132900005	-0.00015684783777583332	-0.00011061851589166664
0.0035475095692333323	-0.011316027915500026	0.00030669668183166656	3.5887940728571305e-05
-0.00014727137397799983	-0.8027548979900003	-0.0008030875029433332	-0.0005667704989028569
-0.012082576662486664	-0.1575363831939	-7.668266456966668e-05	-0.00021922182709414282
-0.024951941135620003	-0.3147578457406499	-0.00016988440130126666	-0.00024294216215171426
1.5000805249995561e-05	-0.30229198409499997	-0.0001822553107908333	-0.0001348460898747619
-0.042062129376633325	-0.5153575264337499	-0.00021857952651026667	-0.0006218960606909523
-0.02006194167635	-0.23623959152224996	-5.738399714433332e-06	-0.0002115118486111905
0.003547212307725001	-0.002767306247000002	-3.6299616151666704e-06	-6.279148310952368e-06
0.05199407597964999	0.5022109679560003	-4.40736242883333e-06	-8.617921703785696e-06
-0.022130527780785	-0.2788971893071875	-7.821166393391667e-05	-0.00022351225347683328
-0.013823911926026665	-0.17320490544675	-9.270938248136664e-05	-7.013795363699998e-05
-3.427048422700014e-05	-0.6916200371955	-0.0006038291003275	-0.0004285854953573809
-0.0003631839730833284	-0.5641313074515	-0.00044978771293083334	-0.0003204235870580952
-3.552464591133329e-05	-0.923598549984	-0.0009485603087833333	-0.000667092268035238
-0.017731382283613335	-0.23477818802940004	2.1691199793333416e-06	-0.00016787676882866665
-0.00048200734008666565	-0.003215708805799987	-6.645627001066671e-06	-1.0365007440714284e-05
-0.006342722477823999	-0.056328704317419986	-2.457761658763333e-05	-7.240967191024762e-05
0.0010707401107499996	-0.84720406372875	-0.0008205709073416666	-0.0005822213510704761
-0.01626367523595	-0.22006315194610002	-0.00011104590338453334	-7.958478857019046e-05
-0.022130332280335008	-0.2670448251424625	-7.662240803683332e-05	-0.00021850376177914282
-0.02126269626558	-0.25415094891135	-0.00016234499304796664	-0.00022921373863538092
-0.022252802992166667	-0.27043266437477503	-0.0001776505537818	-0.000251953184544619
-0.024989258375306665	-0.3092047802772	-8.548418897499999e-05	-0.00023707711890552378
-0.034869255755316665	-0.423365847446825	-0.0001676289812764333	-0.0004753046668697618
-0.019422150808303333	-0.23916227495880002	-0.00014920724242816668	-0.00021022897639414283
0.0007101149021933334	-0.14719390605279997	-5.25245335888e-05	-0.00015319830004203807
-0.01869959685565667	-0.19791722004268	-8.135183781919998e-05	-0.00023710205966672376
-0.009262081089826665	-0.14822254070452	-5.107347203693333e-05	-0.00014922255179714285
-0.005261614511498667	-0.06810314064646998	-5.064327695973333e-05	-0.00014683387206111903
-3.598287088099995e-05	-0.5982767548810001	-0.00048710666444833333	-0.0003353844183207142
0.02574950000000007	-2.496222499999999	0.0001038306666666666	-0.00012766047619047616
-0.00037538303050000185	-0.30154709899199994	-0.00017815544933916667	-0.00013095089670238095
0.00047286344616666217	-0.68401901704325	-0.0006074103958008333	-0.00042570970112809517
-0.0004751039439166674	-0.56757103511825	-0.0004505822961008333	-0.0003239574543107143
-0.03522941801139999	-0.4151885243030001	-0.00016770344218066668	-0.00047395351816452376
0.001556818782083328	-0.84169439016375	-0.0008206394555416666	-0.0005797902430611904
-0.00015702902033333199	-0.5603510408390001	-0.00044578839749249993	-0.0003158976831236904
0.006034774727716659	-0.730190613736	-0.0004470453455466666	7.094822464666665e-05
-0.03611296582548334	-0.4327438316402501	-0.00017340264291963332	-0.0004876632610572618
3.483813508332801e-05	-0.6197747993585	-0.0005172119512099999	-0.0003722104681554762
-0.006313997051083333	-0.05544541358427999	-2.4289902431999995e-05	-7.186754656589998e-05
-0.0396482761752	-0.4820646880705	-0.00020075840104396664	-0.0005709743604042858
-3.6974669857583385e-05	-0.77516180797275	-0.0007222810464566666	-0.0005087408440669047
-0.03599413057545	-0.4387914146560001	-0.0001752070922964	-0.0005009007257048809
0.027425219741333346	-0.26447086369799966	0.0001842826402299999	-4.6238309243809515e-05
6.766260825000695e-05	-0.5591125846719999	-0.00045112871915833333	-0.00031932118814607144
-3.285421826900007e-05	-0.35428735237649994	-0.00022676889424833334	-0.00015253925083500005
0.0009132106221666639	-0.9231692231375	-0.0009631222774591665	-0.0006728905457283333
2.6154456083334735e-05	-0.56087591009475	-0.00044988785256749994	-0.0003168298616490476
-0.040918674967625	-0.504346522496	-0.00021176892653986665	-0.0005977810504504762
-0.013167317122436	-0.14178418412285	-5.17493453552e-05	-0.00015062448556794284
-3.322732358333309e-05	-0.290394955963	-0.00015869257480916673	-0.00011413097755333333
-3.437352608966671e-05	-0.354474650111	-0.000223240031865	-0.00015428924051190477
0.003646232734646665	-0.25980804564255006	-7.356707447716667e-05	-0.00021068995537666666
-0.022226324757073333	-0.27006448997279997	-7.736227706266667e-05	-0.00022072457691490476
-0.02480783822096667	-0.30693740229187494	-0.00016468823405013335	-0.0002357839865725714
0.0012324870414039998	-0.05519275203477499	-2.423831549003333e-05	-7.098945412714284e-05
-4.2226106129999935e-05	-0.602552254392	-0.0004912878178641667	-0.0003430013477054761
0.00017939646516666887	-0.570625927553	-0.0004578821271441667	-0.00032498906825690477
0.00048000331691666094	-0.8939904551665001	-0.0009213313240350001	-0.000645990483112857
-0.020202072382566667	-0.238250736348	-5.739308688983319e-06	-0.00021123928002249998
-0.010294583973333335	-0.08110951919999998	-0.00011707626666666666	-0.00027154071428571425
0.00029315562366666244	-0.41230119118149994	-0.0002826745839991667	-0.00020349956688702378
-0.012036095637874998	-0.16544974849685	-7.957427424725e-05	-0.000227892998171
-0.013291698198854665	-0.14409787069513	-5.2395023634733326e-05	-0.0001530376492390476
40.19435333333333	3511.4317499999997	-0.04127719999999997	-0.001544023809523815
-0.03720658512213333	-0.46080713546299995	-0.0001836961991485	-0.0005212357249019048
5.582530641667116e-05	-0.5649137691989999	-0.0004463419509266667	-0.000322028598917619
-0.021361742036066667	-0.264845845136	-0.0001677267165611	-0.00023688377725057143
-0.021815538796903334	-0.26307467661245004	-7.580512651533334e-05	-0.00021704220030471425
-0.012581342009450332	-0.13769087069027	-4.9270503949599994e-05	-0.00014309155774605713
-0.01958837303980667	-0.24367496341795	-0.00014857433781600003	-0.00021393576216747616
-0.01590371676891	-0.20845527537105	-0.0001033967195308	-7.367251186609523e-05
0.0007631591419999985	-0.507243584569	-0.0004221107222133333	-0.0002905348701692857
-0.024130986704213334	-0.29853533082265	-0.0001992935868662	-0.000282734959699619
-0.025356630970293333	-0.32029549694079995	-0.00017371188781866665	-0.00024910014520728574
-0.006350731664499332	-0.056065561858239986	-2.4663650346033327e-05	-7.249338340309523e-05
-0.029933376893333336	-0.36547112513450003	-0.00026745040817773334	-0.00037949312671004757
-0.015450653942463333	-0.19562608061434997	-9.81367352379e-05	-7.093727301795236e-05
-0.0038933866666666602	0.05770338079999996	-0.0003076546666666667	-0.0006491466666666664
-0.034506602498233334	-0.41549097438025	-0.00016451220117376665	-0.0004644894724244286
-0.02413486829405	-0.2967519939229	-0.00019790155410699998	-0.0002804963811579047
-0.015368096262466666	-0.19523957332904998	-9.789968837206668e-05	-7.079226949371429e-05
-0.022263491589913333	-0.26534093795835	-7.421014803533334e-05	-0.0002110847683237619
0.00027541331408333455	-0.710134615159875	-0.0006443803673783333	-0.00045713928347999996
-0.014616720882360004	-0.14828700986875	-6.820987690886667e-05	-9.957743544142857e-05
-8.113435483333548e-05	-0.30056423880950006	-0.00018587171787999996	-0.0001286471679017857
-0.02654665786106666	-0.32834955347194994	-0.0002188853948670666	-0.0002957645529817143
-0.0063355458993760005	-0.055701877139364996	-2.4488698624099997e-05	-7.214924716491427e-05
-3.492791674316671e-05	-0.5645790785275	-0.00044533763232249994	-0.00030527890265071424
-0.039513626642466666	-0.48324941962850004	-0.0002008951758912667	-0.0005677357296345238
-0.018461249870591997	-0.19347053845147996	-7.961433358326667e-05	-0.0002318498120271095
-3.618655778166673e-05	-0.7728073793660002	-0.0007185992028675	-0.000509252261497381
-0.026156982783903333	-0.3233767608287	-0.00022615480110966664	-0.0003212473255789524
35.122240000000005	4365.398249999999	-0.0389448	-0.0022070952380952393
-2.300692555833333e-06	-0.94079796593775	-0.0009791567738433333	-0.0006870810456338094
0.000590929590833331	-0.9115536195441251	-0.0009377513310033334	-0.0006634779037473808
